,collision,num_gene_records
3350,p15,2
3355,p19,2
3275,XAP4,2
3273,XAGE1,2
3164,TTP,2
3204,UDPGT 1-1,2
3193,UBC4,2
3195,UBC6,2
3196,UBC7,2
3197,UBCH8,2
3198,UBH1,2
3199,UBP,2
3200,UBXD10,2
3201,UCMD1,2
3202,UCRP,2
3205,UFD2,2
3272,XAGE-1,2
3206,UGAT,2
3207,UGD,2
3208,UGT,2
3210,UGT-1C,2
3213,UGT1-03,2
3215,UGT1.3,2
3218,UGT1C,2
3219,UGT1E,2
3220,UGT2,2
3192,UBC2,2
3191,U87,2
3190,U86,2
3189,U82,2
3165,TTP1,2
3166,TTTY9,2
3167,TTY11,2
3168,TTY6,2
3169,TTY9,2
3170,TUBA2,2
3171,TUBB2,2
3172,TUBB4,2
3173,TYRO4,2
3174,TYRRS,2
3175,Tmp-21-I,2
3176,Tyr-tRNA,2
3178,U14,2
3179,U19,2
3180,U1P2A,2
3183,U3b2,2
3185,U5B1,2
3186,U6,2
3187,U62,2
3221,UIP1,2
3222,ULG5,2
3223,UMPK,2
3250,VPS54L,2
3252,VRP,2
3253,VWS1,2
3254,VWS2,2
3255,Vma10,2
3256,Vph1,2
3257,WAGR,2
3258,WASF4,2
3259,WASH,2
3261,WBSCR20B,2
3262,WC1,2
3263,WD,2
3264,WMS,2
3265,WR,2
3266,WRS,2
3267,WS,2
3268,WS3,2
3269,WSS,2
3270,WT2,2
3271,WTS,2
3251,VR1,2
3249,VPS24,2
3224,UNQ192,2
3248,VPP3,2
3226,UOG1,2
3227,UP2,2
3228,UPA,2
3231,USP12-AS2,2
3232,USP17,2
3233,UT2,2
3234,UTA,2
3235,UTR,2
3236,UbcM2,2
3237,V1S5P,2
3238,VATB,2
3239,VCF,2
3241,VINC,2
3242,VIP21,2
3243,VIT1,2
3244,VMA6,2
3245,VP,2
3246,VPH1,2
3247,VPP2,2
2931,T2,2
2928,Ses2,2
2472,PRR2,2
2639,RNU1P1,2
2630,RNS4,2
1884,MN,2
2632,RNU1,2
2633,RNU1-12P,2
2634,RNU1-5,2
2635,RNU1-6,2
2636,RNU1-7,2
2637,RNU1-8,2
2638,RNU12P,2
2640,RNU1P2,2
2596,RIF1,2
2641,RNU6-6,2
2642,ROC1,2
2643,ROC2,2
2644,ROCHIS,2
2647,RP2,2
2649,RP58,2
2650,RP66,2
2651,RP7,2
2653,RPL17L,2
2629,RNH1,2
2628,RNF89,2
2627,RNF51,2
2626,RNF35,2
2600,RING2,2
2601,RING5,2
2602,RINZF,2
2604,RIP-1,2
2606,RIP2,2
2607,RIP3,2
2608,RIP5,2
2609,RIS1,2
2610,RITA,2
2612,RLP1,2
2613,RMD1,2
2614,RMD2,2
2616,RN,2
2620,RNA18S5,2
2621,RNA28S5,2
2622,RNA45S5,2
2623,RNA5-8S5,2
2624,RNF21,2
2625,RNF3,2
2654,RPL23,2
2655,RPL7P,2
2656,RPML3,2
2684,S100A15,2
2688,S2,2
2689,S3,2
2690,S31I125,2
2691,S31III125,2
2693,S6,2
2695,S8,2
2696,S9,2
2697,SA,2
2698,SAA,2
2699,SAC2,2
2700,SAC3,2
2701,SAD1,2
2702,SAE2,2
2703,SAG,2
2704,SALF,2
2705,SAMS,2
2706,SAN,2
2707,SANDO,2
2708,SAP,2
2685,S11,2
2683,S100,2
2658,RPP20,2
2681,Rsc8,2
2659,RPS17L1,2
2660,RPS17L2,2
2661,RPS26,2
2662,RPS27AP,2
2663,RPT5,2
2664,RRF,2
2665,RRP2,2
2666,RRP4,2
2669,RSRFR2,2
2670,RSS,2
2671,RT6,2
2672,RTA,2
2673,RTS,2
2674,RUS,2
2675,RWDD4A,2
2676,RZF,2
2677,RaRF,2
2678,RanBP2L2,2
2679,Rh4,2
2599,RIM,2
2595,RIF,2
2714,SAR1,2
2520,PTPU2,2
2510,PTC1,2
2511,PTE2,2
2512,PTEN2,2
2513,PTG,2
2514,PTGES3P,2
2515,PTH1,2
2516,PTH2,2
2517,PTHR,2
2519,PTPRZ,2
2522,PTX2,2
2594,RIC8,2
2523,PUM,2
2524,PUMAG,2
2525,PUR1,2
2526,PWCR,2
2527,PXMP1,2
2528,PYPAF7,2
2529,PhLP,2
2530,PheRS,2
2533,Puma-g,2
2508,PTAR,2
2507,PTA,2
2506,PST,2
2505,PSS2,2
2479,PRSSL1,2
2480,PRX1,2
2481,PRX2,2
2482,PS1,2
2483,PS2,2
2486,PSBG-11,2
2487,PSBG-9,2
2488,PSC5,2
2489,PSCTK2,2
2490,PSD,2
2491,PSF,2
2492,PSF1,2
2493,PSF2,2
2495,PSG10,2
2496,PSGGA,2
2499,PSMD15,2
2501,PSP-A,2
2502,PSP2,2
2503,PSPA,2
2534,QARS,2
2535,QP-C,2
2536,QPC,2
2567,RCA1,2
2570,RCCP2,2
2571,RCK,2
2574,RDC-1,2
2575,RDC1,2
2577,RDS,2
2578,RECQL2,2
2579,RECQL3,2
2580,RED,2
2582,REG-III,2
2583,REGL,2
2584,REH,2
2585,REX1,2
2586,RF1,2
2587,RFC,2
2588,RFP2,2
2589,RGP3,2
2590,RGP4,2
2592,RHBDL4,2
2593,RIA1,2
2569,RCC,2
2566,RC3,2
2539,R51H3,2
2565,RBP2,2
2540,RAB1,2
2541,RAB39,2
2542,RAB7,2
2544,RAD26L,2
2545,RAET1H,2
2546,RAGE,2
2548,RAI1,2
2549,RAK,2
2551,RAM1,2
2552,RAM2,2
2555,RAP1GA1,2
2556,RAR,2
2557,RAR2,2
2558,RAY,2
2559,RBM,2
2561,RBM2,2
2562,RBM8B,2
2563,RBMY2,2
2564,RBP,2
2712,SAPL,2
2715,SARS,2
2927,SYT14L,2
2861,SPK,2
2852,SPANXE,2
2853,SPAP1,2
2854,SPB1,2
2855,SPC1,2
2856,SPC3,2
2857,SPG49,2
2858,SPGF52,2
2859,SPH2,2
2860,SPIN,2
2862,SPO,2
2824,SMIT2,2
2863,SPRING,2
2864,SPRK,2
2866,SPS1,2
2867,SPT3,2
2868,SPX1,2
2869,SR,2
2872,SRBC,2
2873,SRC1,2
2874,SRC2,2
2851,SPANXC,2
2850,SPANX-E,2
2848,SPANX-A,2
2847,SPANX,2
2827,SMP1,2
2828,SMRP,2
2829,SMUC,2
2830,SN,2
2831,SNAPA,2
2832,SNF2,2
2833,SNF2LB,2
2834,SNF7,2
2835,SNO,2
2836,SNRNP65,2
2837,SNRPB1,2
2838,SNT1,2
2839,SNT2,2
2841,SOSS-B1,2
2842,SOSS-B2,2
2843,SP-A,2
2844,SP1,2
2845,SP17,2
2846,SPA1,2
2875,SRK,2
2876,SRP1,2
2879,SSA,2
2904,STK1,2
2906,STK22D,2
2907,STK7,2
2909,STP,2
2910,STRA13,2
2911,STSL,2
2912,STV1,2
2913,STX17-AS1,2
2914,STY,2
2915,SUP,2
2916,SUR2,2
2917,SUT2,2
2918,SWAP,2
2919,SWD2,2
2921,SWS,2
2922,SWS1,2
2923,SXI1,2
2924,SYM1,2
2925,SYN,2
2926,SYT,2
2905,STK2,2
2903,STIP-1,2
2880,SSAO,2
2902,STD,2
2881,SSB1,2
2882,SSB2,2
2883,SSF1,2
2884,SSS1,2
2885,SST1,2
2886,SST2,2
2887,SST3,2
2888,SSX,2
2890,ST1A3/ST1A4,2
2891,ST1A4,2
2893,ST3GALII,2
2894,ST3GalA.2,2
2895,ST7,2
2896,STAG3L1,2
2897,STAG3L2,2
2898,STAG3L3,2
2899,STAP,2
2900,STAR,2
2901,STAT5,2
2826,SMN-AS1,2
2823,SMILE,2
2716,SAS,2
2753,SDH1,2
2743,SCP2,2
2744,SCP3,2
2745,SCYA15,2
2746,SCYA2,2
2747,SCYA3L,2
2748,SCYA3L1,2
2749,SCYA4L,2
2750,SCZD9,2
2751,SD,2
2754,SDH2,2
2822,SMG,2
2755,SDH3,2
2756,SDP1,2
2757,SDR1,2
2758,SDR25C1,2
2759,SEA,2
2760,SEDLP1,2
2761,SEF,2
2762,SEMAF,2
2763,SEMAL,2
2742,SCP1,2
2741,SCP-2,2
2739,SCOX,2
2738,SCN1,2
2717,SAST,2
2718,SAT1,2
2719,SAX1,2
2720,SAX2,2
2721,SAX3,2
2722,SBBI31,2
2723,SBP,2
2724,SBP1,2
2725,SC1,2
2726,SCA2,2
2727,SCA31,2
2728,SCA4,2
2729,SCA8,2
2730,SCAR1,2
2731,SCAR2,2
2732,SCC1,2
2733,SCCA1,2
2735,SCHAD,2
2736,SCKL4,2
2764,SEP,2
2765,SEP1,2
2766,SEP2,2
2796,SIR2,2
2798,SK1,2
2799,SK2,2
2800,SKD1,2
2801,SKD2,2
2803,SKIP1,2
2806,SLC35E2,2
2807,SLC62A1,2
2808,SLEB6,2
2809,SLIM,2
2810,SLP1,2
2811,SLP4,2
2812,SM25H2,2
2814,SMA3-L,2
2815,SMA4,2
2816,SMAC3L,2
2818,SMAP-1,2
2819,SMAP2,2
2820,SMCC,2
2821,SMF,2
2797,SIRH1,2
2794,SIP-1,2
2767,SEPT2,2
2792,SIN,2
2768,SERS,2
2770,SET7,2
2771,SF,2
2772,SFD,2
2773,SFTP1,2
2774,SG2NA,2
2775,SGD1,2
2776,SGN1,2
2777,SGS,2
2779,SGT2,2
2780,SH120,2
2781,SH2B,2
2784,SHFM1,2
2785,SHMT,2
2786,SHP1,2
2787,SIGLECP1,2
2788,SIGLECP2,2
2790,SIL,2
2791,SIMP,2
2631,RNTMI2,2
1707,LGMD1D,2
1883,MMP25,2
614,CPI17-like,2
604,CORD5,2
605,COT,2
607,COX11P,2
608,COX2,2
609,COX4,2
610,COX7AL,2
611,CP11,2
612,CP27,2
613,CPAD,2
615,CPN1,2
602,COL6A4,2
616,CPN2,2
617,CPSB,2
618,CPSQ3,2
619,CPT,2
621,CPT1-M,2
622,CPTI-M,2
624,CPX1,2
625,CPX2,2
627,CRA,2
603,COM1,2
601,COII,2
629,CRABP-II,2
588,CNA2,2
579,CMT1,2
580,CMT2,2
581,CMT2A,2
582,CMT2B2,2
583,CMT2D,2
584,CMT2T,2
585,CMT4E,2
586,CMYA2,2
587,CN1,2
589,CNAP1,2
600,COD5,2
590,CNG4,2
591,CNK,2
592,CNR1,2
593,CO4,2
595,COAS2,2
596,COAS3,2
597,COD1,2
598,COD3,2
599,COD4,2
628,CRABP-I,2
630,CRAM,2
576,CMS1D,2
673,CT12.1,2
660,CSR,2
661,CSRP,2
662,CSRP2BP,2
665,CSS3,2
667,CT,2
668,CT-2,2
669,CT1,2
670,CT1.2,2
671,CT11.1,2
674,CT134,2
658,CSF,2
675,CT19,2
677,CT24.2,2
679,CT4.4,2
681,CT4.8,2
683,CT45-3,2
684,CT45-4,2
687,CT45A2,2
688,CT45A4,2
690,CT45A6,2
659,CSN1,2
657,CSE,2
631,CRD,2
642,CRP2,2
632,CREB-2,2
633,CREB2,2
634,CRF,2
635,CRHSP24,2
636,CRIP,2
637,CRL1,2
638,CRL2,2
639,CRN,2
640,CRP,2
643,CRP3,2
656,CSD,2
644,CRS3,2
646,CRT1,2
647,CRT2,2
648,CRYG5,2
650,CS-2,2
651,CS1,2
653,CSB,2
654,CSBP,2
655,CSBS,2
578,CMS4C,2
575,CMS1B,2
922,EIT6,2
505,CFC,2
496,CED4,2
497,CEH,2
498,CELIAC1,2
499,CELL,2
500,CENP-S,2
501,CEP1,2
502,CEP2,2
503,CEP4,2
504,CFAG,2
506,CFD1,2
490,CDR1as,2
507,CFHL3,2
508,CFM2,2
509,CFP1,2
512,CGB,2
513,CGI-141,2
514,CGRP,2
515,CHAMP,2
516,CHC,2
518,CHE1,2
493,CED,2
489,CDR1NAT,2
521,CHIF,2
476,CDF,2
464,CD25,2
465,CD277,2
467,CD33L2,2
468,CD97,2
469,CD98,2
470,CDA1,2
472,CDC2,2
473,CDC25,2
474,CDC25L,2
477,CDG1P,2
487,CDP,2
478,CDG2T,2
479,CDH14,2
480,CDK11,2
481,CDK11-p110,2
482,CDK11-p46,2
483,CDK11-p58,2
484,CDK4I,2
485,CDKN2,2
486,CDM,2
520,CHED2,2
522,CHIP28,2
574,CMS1A,2
562,CLL1,2
552,CLDN21,2
553,CLE,2
554,CLEC13B,2
555,CLECSF13,2
556,CLF,2
557,CLG,2
558,CLIM1,2
560,CLK-1,2
561,CLK1,2
563,CLM,2
550,CLAN,2
564,CLMF,2
565,CLNS1B,2
567,CLP1,2
568,CLPSMCR,2
569,CLS,2
570,CLU1,2
571,CMK,2
572,CMM8,2
573,CMPD2,2
551,CLC2,2
549,CLAMP,2
523,CHK,2
533,CINAP,2
524,CHL,2
525,CHN,2
526,CHP,2
527,CHS1,2
528,CHSY2,2
529,CIA,2
530,CIB,2
531,CILD28,2
532,CILD38,2
534,CIP,2
548,CLAC,2
535,CIP1,2
537,CIR1,2
540,CK20,2
541,CKMT1,2
542,CKR-1,2
543,CKS1,2
544,CL1,2
546,CLA1,2
547,CLA20,2
691,CT45A7,2
692,CT45A8,2
693,CT45A9,2
847,DRP3,2
837,DQA1,2
838,DR4,2
839,DRB1,2
840,DRF1,2
841,DRG-1,2
842,DRG1,2
843,DRP,2
844,DRP-1,2
845,DRP-2,2
848,DRS,2
835,DPP,2
849,DRS1,2
851,DSC1,2
852,DSEP,2
853,DSH,2
854,DSK2,2
857,DUP,2
858,DUSP13,2
859,DUSP24,2
860,DUSP27,2
836,DPPIV,2
834,DPK,2
862,DUX4,2
813,DMC,2
801,DIM1,2
804,DIP2,2
805,DIPP-2B,2
806,DK1,2
807,DLC1,2
808,DLD,2
810,DLP1,2
811,DM1,2
812,DM2,2
814,DMRV,2
833,DP3,2
816,DNAJ,2
817,DNF15S2,2
818,DNM1DN10@,2
820,DNM1DN14@,2
821,DNM1DN15@,2
822,DNM1DN16@,2
827,DOR,2
828,DOR1,2
829,DORV,2
861,DUX10,2
863,DVL,2
694,CT47,2
906,EF1B,2
896,EDH17B2,2
897,EDHB17,2
898,EDM4,2
900,EEF-1,2
901,EEF1AL,2
902,EEF1B,2
903,EEF1B1,2
904,EEG1,2
905,EF1A,2
907,EFA6R,2
894,EDG1,2
908,EFTUD1,2
909,EHK,2
910,EHK1,2
911,EHK2,2
912,EIF-2A,2
914,EIF-5A,2
915,EIF1A,2
916,EIF1AP1,2
919,EIF4A,2
895,EDG2,2
893,EDF,2
864,DVL1L1,2
879,EBN,2
865,DXS648E,2
866,DYT14,2
867,DYT23,2
870,E2-1,2
872,E4,2
873,E4TF1,2
874,E4TF1B,2
875,EA1,2
877,EAP2,2
880,EBN1,2
892,EDA3,2
881,EBP,2
883,EBS3,2
884,EBS4,2
885,ECA2,2
886,ECGF,2
888,ECGP,2
889,ECTD1,2
890,ECYT7,2
891,ED3,2
800,DIFF6,2
799,DIA2,2
797,DIA,2
732,CYP2D7AP,2
721,CXorf52,2
722,CYB560,2
723,CYBL,2
724,CYK4,2
725,CYP1,2
726,CYP11B,2
728,CYP2B,2
729,CYP2B7,2
731,CYP2D,2
733,CYPH,2
719,CXorf11,2
734,CYPIIIA7,2
735,CYPL1,2
737,D1,2
738,D10S102,2
739,D14S1460,2
740,D17S1718,2
741,D2,2
742,D3,2
743,D3F15S2,2
720,CXorf2,2
718,CXXC11,2
796,DHX40P,2
705,CTB,2
695,CT5.2,2
696,CT5.4,2
697,CT58,2
698,CT6.1,2
699,CT64,2
700,CT72,2
702,CT79,2
703,CT90,2
704,CTA,2
707,CTF5,2
717,CV2,2
708,CTG26,2
709,CTHM,2
710,CTLA1,2
711,CTP9,2
712,CTR1,2
713,CTRCT42,2
714,CTRP5,2
715,CTSO1,2
716,CUPID1,2
744,D4,2
745,D6S230E,2
746,DA1,2
785,DFNA2,2
775,DEFB-3,2
776,DEFB-4,2
777,DEFB-5,2
778,DEFB-6,2
779,DEFB-8,2
780,DEFB103,2
782,DEFB3,2
783,DEFB4,2
784,DELTA,2
786,DFNA3,2
748,DAB1,2
787,DFNB102,2
788,DFNB26,2
789,DFNB35,2
790,DFNB6,2
791,DGK,2
792,DGPT,2
793,DGS,2
794,DHP,2
795,DHS,2
774,DEF3,2
773,DEC1,2
772,DEC-205,2
771,DDX26,2
749,DAC,2
750,DADR,2
751,DAGK,2
752,DAGK5,2
753,DAGK6,2
755,DAND1,2
756,DAP,2
758,DAP4,2
759,DAR,2
760,DBC1,2
761,DBP,2
762,DBS,2
763,DC7,2
764,DCP1,2
765,DCR1,2
766,DCR2,2
767,DD,2
769,DDAH,2
770,DDC8,2
463,CD205,2
462,CD20,2
460,CD182,2
154,APM-1,2
144,AOS1,2
146,AP47B,2
147,APC1,2
148,APC2,2
149,APC4,2
150,APC7,2
151,APE,2
152,APG1,2
153,APITD1,2
155,APM1,2
142,AOH1,2
156,APOBEC1L,2
157,APP1,2
158,APR,2
159,APRIL,2
160,APRO5,2
161,APS,2
162,APS1,2
164,APT2,2
165,APY,2
143,AOMS4,2
141,ANT1,2
168,ARAP,2
125,AML1-EVI-1,2
116,ALT1,2
117,ALURBP,2
118,ALX,2
119,AM,2
120,AMAC1,2
121,AMAP1,2
122,AMD,2
123,AMDD,2
124,AMGL,2
126,AMP,2
140,ANT,2
128,AMY,2
130,AMY2,2
132,AN2,2
133,ANCO1,2
134,ANCR,2
135,ANF,2
136,ANG1,2
137,ANG2,2
139,ANK,2
166,AR,2
170,ARB2,2
229,ATP6G,2
213,AST,2
202,ASC-1,2
203,ASC1,2
204,ASC2,2
205,ASE1,2
207,ASH1,2
208,ASH2,2
209,ASM,2
211,ASP1,2
212,ASPS,2
214,AT,2
200,ASB-3,2
216,AT2,2
218,AT744.2,2
219,ATD,2
220,ATDC,2
221,ATF,2
222,ATG8,2
224,ATP1A1,2
226,ATP5A1P9,2
227,ATP6C,2
201,ASC,2
199,ASB,2
171,ARC20,2
182,ARMD14,2
172,ARC34,2
174,ARG,2
175,ARH1,2
176,ARH2,2
177,ARIA,2
178,ARIP1,2
179,ARK,2
180,ARM,2
181,ARM1,2
185,ARP11,2
198,ASAP,2
187,ARP3,2
188,ARP4,2
189,ARP5,2
190,ARP6,2
191,ARP8,2
192,ARS,2
194,ART,2
195,ARTC1,2
196,ARTS,2
114,ALS19,2
113,ALS,2
111,ALP1,2
40,ACCA,2
28,ABC1,2
29,ABH4,2
31,ABP,2
33,ABP1,2
34,ACA59,2
36,ACBP,2
37,ACC,2
38,ACC1,2
39,ACC2,2
41,ACHRD,2
26,AAT1,2
42,ACLS,2
43,ACN,2
44,ACRP,2
46,ACS2,2
47,ACS3,2
48,ACSM2,2
50,ACTBL1,2
51,ACTL6,2
52,ACVRLK4,2
27,AB14,2
25,AAC2,2
108,ALIEN,2
11,9G8,2
2,2F1,2
3,3-alpha-HSD,2
4,35DAG,2
5,37LRP,2
6,464.2,2
7,60B8AG,2
8,61E3.4,2
9,67LR,2
10,87U6,2
13,A15,2
24,AAC1,2
14,A1B,2
15,A2,2
16,A20,2
17,A3A,2
18,A3GALNT,2
20,A6,2
21,A8,2
22,AAA,2
23,AAAT,2
53,AD1,2
54,AD2,2
55,AD3,2
94,AIRP,2
80,AGPAT9,2
82,AGS2,2
83,AGS3,2
84,AGS4,2
85,AGS8,2
86,AGT1,2
87,AHA1,2
88,AHH,2
89,AIBP,2
95,AIS,2
56,ADA1,2
96,AITD3,2
97,AK3L1,2
98,AK3L2,2
99,AK6,2
101,ALC1,2
102,ALDC,2
104,ALDH7,2
105,ALDR1,2
106,ALDRP,2
79,AGPAT8,2
78,AGPAT10,2
77,AGP1,2
76,AGM1,2
57,ADAMTS-2,2
58,ADAMTS-4,2
59,ADC,2
60,ADF,2
61,ADHR,2
62,ADIR2,2
63,ADORA2,2
64,ADPN,2
65,ADPRTL2,2
66,ADPRTL3,2
67,ADR,2
68,ADRA1,2
69,AE2,2
70,AF,2
71,AF-1,2
72,AG1,2
73,AG2,2
74,AG3,2
75,AGC1,2
228,ATP6D,2
230,ATPM,2
459,CD16A,2
379,C7orf28A,2
369,C2orf47,2
370,C3PO,2
371,C4BP,2
372,C53,2
374,C6orf126,2
375,C6orf37,2
376,C6orf68,2
377,C6orf8,2
378,C7,2
380,C7orf55,2
367,C21orf90,2
381,C7orf70,2
382,C82,2
383,C9orf2,2
384,C9orf36,2
385,C9orf36A,2
386,CA-RP,2
389,CAB2,2
390,CABP,2
391,CAC,2
368,C2orf27B,2
366,C21orf87,2
393,CACC,2
354,C17orf112,2
344,C11orf5,2
345,C12orf2,2
347,C14SR,2
348,C14orf67,2
349,C15orf1,2
350,C15orf38,2
351,C15orf63,2
352,C17,2
353,C17orf106,2
355,C17orf49,2
365,C21orf77,2
356,C18orf2,2
357,C18orf21,2
358,C18orf53,2
359,C1QTNF15,2
360,C1orf175,2
361,C20orf197,2
362,C20orf36,2
363,C20orf37,2
364,C20orf45,2
392,CAC1,2
394,CAD,2
232,ATR1,2
446,CCA3,2
434,CAT1,2
436,CATCH22,2
437,CATL,2
438,CAV,2
439,CBBM,2
441,CBF-B,2
442,CBG,2
443,CBL-3,2
445,CBWD3,2
447,CCBP2,2
432,CAST,2
448,CCD1,2
449,CCL,2
450,CCL4L,2
451,CCN1,2
452,CCR10,2
453,CCRL1,2
454,CCTB,2
455,CD,2
458,CD16,2
433,CAT,2
430,CAS2,2
397,CAHL,2
412,CAP1,2
398,CAIN,2
400,CAL,2
401,CALDAG-GEFI,2
403,CALML2,2
404,CAM1,2
406,CAM3,2
407,CAMB,2
408,CAMC,2
409,CAMIII,2
413,CAP1A,2
429,CAS1,2
414,CAP2,2
415,CAP3,2
416,CAPB,2
417,CAPC,2
419,CAPS1,2
422,CARDINAL,2
423,CARK,2
424,CARMEN,2
426,CARP-2,2
343,C11orf48,2
342,C11orf4,2
341,C11orf3,2
270,BART,2
259,B61,2
260,B7-H5,2
261,B9,2
262,BAF190,2
264,BAM,2
265,BAP,2
266,BAP-1,2
267,BAP1,2
268,BAP18,2
273,BB2,2
257,B5,2
275,BCAP,2
276,BCD1,2
277,BCD541,2
278,BCH,2
279,BCOX,2
281,BCS,2
282,BCS1,2
283,BD-3,2
284,BD-4,2
258,B55,2
256,B4,2
340,C11orf2,2
242,AZ1,2
233,ATS,2
234,ATS2,2
235,ATTP,2
236,ATX,2
237,ATX1,2
238,AU,2
239,AUGA,2
240,AUTL1,2
241,AVP,2
243,AZ2,2
255,B3GNT1,2
244,AZI,2
245,AZI1,2
246,AltMIEF1,2
247,ArgRS,2
249,B12,2
250,B17,2
251,B18,2
252,B2,2
254,B37,2
285,BD-5,2
286,BD-6,2
287,BDA2,2
323,BS,2
314,BR,2
315,BRCAT107,2
316,BRCC1,2
317,BRCC2,2
318,BRF-1,2
319,BRIGHT,2
320,BRWD1-IT2,2
321,BRWD2,2
322,BRX,2
324,BSC,2
288,BDK,2
325,BSP1,2
329,BTN1,2
330,BTR,2
332,BXDC3,2
334,C10orf101,2
335,C10orf2,2
336,C10orf44,2
337,C10orf50,2
338,C10orf77,2
313,BP75,2
312,BOR,2
310,BOCA,2
309,BNSP,2
289,BDP,2
290,BDPLT1,2
291,BDPLT16,2
292,BDPLT2,2
293,BEC1,2
294,BEDP,2
295,BFD,2
296,BFNC,2
298,BGP,2
299,BGR,2
300,BH,2
301,BHD,2
302,BIG3,2
303,BIP,2
304,BIS,2
305,BM600,2
306,BMD,2
307,BMH,2
308,BMND12,2
921,EIT-6,2
923,EJM,2
1882,MMP-25,2
1575,IPS1,2
1565,INT4,2
1566,INT6,2
1567,INV,2
1569,IP3R,2
1570,IPO3,2
1571,IPOB,2
1572,IPP1,2
1573,IPS,2
1574,IPS-1,2
1576,IRAP,2
1563,INT2,2
1577,IRBP,2
1578,IRT1,2
1579,ISGF-3,2
1580,ISO1,2
1581,ISSX,2
1582,ISWI,2
1585,J3,2
1586,JDP1,2
1587,JP,2
1564,INT3,2
1562,INT1,2
1589,JP2,2
1547,ILFS2,2
1537,IHG1,2
1539,IK1,2
1540,IL-20,2
1541,IL-21,2
1542,IL-23,2
1543,IL-7,2
1544,IL1RA,2
1545,IL8RA,2
1546,ILERS,2
1548,ILT5,2
1561,INOS,2
1550,IMD2,2
1551,IMD28,2
1552,IMD7,2
1553,IMP,2
1554,IMP-3,2
1557,IMP3,2
1558,INCA,2
1559,INFE1,2
1560,ING2,2
1588,JP1,2
1590,JTK5,2
1533,IGL,2
1629,KOX2,2
1619,KIR,2
1620,KIR2DL5,2
1621,KIR2DL5B,2
1622,KLIP1,2
1624,KMT3F,2
1625,KMT3G,2
1626,KNO2,2
1627,KNTC1AP,2
1628,KNTC2AP,2
1630,KOX21,2
1617,KIP1,2
1631,KOX31,2
1632,KOX5,2
1633,KRTAP18-9,2
1634,KRTAP18.1,2
1635,KRTAP2.1A,2
1636,KRTAP2.3,2
1637,KRTAP2.4,2
1638,KRTHA3A,2
1639,KRTHB1,2
1618,KIP2,2
1615,KGA,2
1591,K-REV,2
1601,KAP10.9,2
1592,K12,2
1593,K13,2
1594,K35,2
1595,K7,2
1596,K8,2
1597,KAL,2
1598,KAP,2
1599,KAP1,2
1600,KAP1.6,2
1602,KAP2.3,2
1614,KFSDX,2
1603,KAP2.4,2
1604,KAR,2
1606,KAT1,2
1607,KAT4,2
1609,KCNA8,2
1610,KCNJN1,2
1611,KCP1,2
1612,KCR1,2
1613,KFSD,2
1536,IGVPB,2
1530,IGHV3-3,2
924,EJM6,2
1461,HSD2,2
1449,HRCA1,2
1450,HREP,2
1451,HRES-1,2
1452,HRG,2
1453,HRG1,2
1454,HRG4,2
1455,HRH1,2
1456,HRMT1L3,2
1459,HSD11,2
1462,HSD3,2
1447,HPS2,2
1463,HSD3B,2
1464,HSDJ0798C17,2
1465,HSF2L,2
1466,HSFY,2
1467,HSJ-2,2
1468,HSJ2,2
1469,HSM,2
1470,HSP27,2
1471,HSP70-1,2
1448,HRAS1,2
1445,HPR1,2
1474,HSP70.2,2
1427,HOM-MEL-40,2
1418,HNP-1,2
1419,HNPCC,2
1420,HNRNP,2
1421,HNRPA1L3,2
1422,HNRPA3,2
1423,HNRPG,2
1424,HNT,2
1425,HOD,2
1426,HOKPP,2
1429,HOPS,2
1444,HPP1,2
1431,HOX1D,2
1435,HOX4E,2
1436,HP,2
1437,HP-1,2
1439,HP3,2
1440,HPH-1,2
1441,HPH-3,2
1442,HPH2,2
1443,HPIP,2
1473,HSP70.1,2
1475,HSP72,2
1528,IGHER,2
1513,IFI-4,2
1504,ICIS,2
1505,ICR,2
1506,ICln,2
1507,IDD,2
1508,IDDM1,2
1509,IDDM20,2
1510,IDH,2
1511,IDP,2
1512,IF,2
1514,IFITMD8,2
1502,IBP1,2
1515,IFN-alpha-REC,2
1516,IFN-alphaI,2
1518,IFNT1,2
1519,IFP1,2
1520,IGEL,2
1521,IGER,2
1522,IGFBP-3R,2
1523,IGFBP3R,2
1527,IGHD1B,2
1503,ICBP90,2
1500,IBD1,2
1476,HSPA1,2
1487,HUB1,2
1477,HSPCA,2
1478,HSPCAL1,2
1479,HSPG,2
1481,HSST2,2
1482,HST,2
1483,HSTF1,2
1484,HTR3,2
1485,HU-1,2
1486,HU-2,2
1488,HXBL,2
1498,IAN6,2
1489,HYPF,2
1490,HYPP,2
1491,HZF,2
1492,HZF1,2
1493,Hero20,2
1494,HsT16992,2
1495,I1,2
1496,IA4,2
1497,IAN2,2
1640,KS,2
1641,KS1,2
1642,KSP37,2
1809,MCT4,2
1796,MCDR2,2
1797,MCH2,2
1798,MCL,2
1799,MCM,2
1800,MCMP,2
1801,MCP,2
1802,MCP2,2
1803,MCPH4,2
1808,MCT3,2
1810,MCT5,2
1794,MCAP,2
1811,MCT6,2
1812,MCT7,2
1813,MDC,2
1814,MDCR,2
1815,MDDGC7,2
1816,MDR1,2
1818,MDSP,2
1819,ME2,2
1822,MEG1,2
1795,MCD,2
1793,MCAF,2
1824,MEL,2
1779,MAM2,2
1769,MAD2,2
